2025-09-23 00:00:04.708  o.h.v.i.u.Version - HV000001: Hibernate Validator 8.0.2.Final 
2025-09-23 00:22:40.371  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet '' 
2025-09-23 00:22:40.371  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet '' 
2025-09-23 00:22:40.372  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms 
2025-09-23 00:22:40.415  o.e.t.c.MemberApiControllerTest - Started MemberApiControllerTest in 7.538 seconds (process running for 8.685) 
2025-09-23 00:22:41.061  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default' 
2025-09-23 00:22:41.063  c.z.h.HikariDataSource - HikariPool-1 - Shutdown initiated... 
2025-09-23 00:22:41.079  c.z.h.HikariDataSource - HikariPool-1 - Shutdown completed. 
2025-09-23 00:56:11.754  o.h.v.i.u.Version - HV000001: Hibernate Validator 8.0.2.Final 
2025-09-23 00:56:11.806  o.e.t.c.MemberApiControllerTest - Starting MemberApiControllerTest using Java 17 with PID 22052 (started by user2208 in C:\Users\user2208\Desktop\tama-api) 
2025-09-23 00:56:11.807  o.e.t.c.MemberApiControllerTest - The following 1 profile is active: "local" 
2025-09-23 00:56:12.691  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode. 
2025-09-23 00:56:12.786  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 87 ms. Found 12 JPA repository interfaces. 
2025-09-23 00:56:13.385  c.z.h.HikariDataSource - HikariPool-1 - Starting... 
2025-09-23 00:56:13.625  c.z.h.p.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@6dcee890 
2025-09-23 00:56:13.627  c.z.h.HikariDataSource - HikariPool-1 - Start completed. 
2025-09-23 00:56:13.718  o.h.j.i.u.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default] 
2025-09-23 00:56:13.772  o.h.Version - HHH000412: Hibernate ORM core version 6.2.0.CR2 
2025-09-23 00:56:13.774  o.h.c.Environment - HHH000406: Using bytecode reflection optimizer 
2025-09-23 00:56:13.913  o.h.b.i.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy 
2025-09-23 00:56:14.022  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer 
2025-09-23 00:56:14.088  SQL dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect 
2025-09-23 00:56:14.372  o.h.b.i.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy 
2025-09-23 00:56:15.041  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] 
2025-09-23 00:56:15.044  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default' 
2025-09-23 00:56:15.365  o.s.d.j.r.q.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used. 
2025-09-23 00:56:18.000  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:mysql://localhost:3306/tama?serverTimezone=Asia/Seoul&characterEncoding=UTF-8' 
2025-09-23 00:56:18.090  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet '' 
2025-09-23 00:56:18.090  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet '' 
2025-09-23 00:56:18.092  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 2 ms 
2025-09-23 00:56:18.129  o.e.t.c.MemberApiControllerTest - Started MemberApiControllerTest in 6.686 seconds (process running for 7.728) 
2025-09-23 00:56:18.930  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default' 
2025-09-23 00:56:18.931  c.z.h.HikariDataSource - HikariPool-1 - Shutdown initiated... 
2025-09-23 00:56:18.946  c.z.h.HikariDataSource - HikariPool-1 - Shutdown completed. 
2025-09-23 01:41:23.560  o.h.v.i.u.Version - HV000001: Hibernate Validator 8.0.2.Final 
2025-09-23 01:41:23.610  o.e.t.c.MemberApiControllerTest - Starting MemberApiControllerTest using Java 17 with PID 6984 (started by user2208 in C:\Users\user2208\Desktop\tama-api) 
2025-09-23 01:41:23.611  o.e.t.c.MemberApiControllerTest - The following 1 profile is active: "local" 
2025-09-23 01:41:24.516  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode. 
2025-09-23 01:41:24.619  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 93 ms. Found 12 JPA repository interfaces. 
2025-09-23 01:41:25.240  c.z.h.HikariDataSource - HikariPool-1 - Starting... 
2025-09-23 01:41:25.487  c.z.h.p.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@538905d2 
2025-09-23 01:41:25.489  c.z.h.HikariDataSource - HikariPool-1 - Start completed. 
2025-09-23 01:41:25.579  o.h.j.i.u.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default] 
2025-09-23 01:41:25.644  o.h.Version - HHH000412: Hibernate ORM core version 6.2.0.CR2 
2025-09-23 01:41:25.647  o.h.c.Environment - HHH000406: Using bytecode reflection optimizer 
2025-09-23 01:41:25.791  o.h.b.i.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy 
2025-09-23 01:41:25.902  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer 
2025-09-23 01:41:25.967  SQL dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect 
2025-09-23 01:41:26.248  o.h.b.i.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy 
2025-09-23 01:41:26.927  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] 
2025-09-23 01:41:26.931  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default' 
2025-09-23 01:41:27.254  o.s.d.j.r.q.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used. 
2025-09-23 01:41:30.009  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:mysql://localhost:3306/tama?serverTimezone=Asia/Seoul&characterEncoding=UTF-8' 
2025-09-23 01:41:30.094  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet '' 
2025-09-23 01:41:30.094  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet '' 
2025-09-23 01:41:30.095  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms 
2025-09-23 01:41:30.130  o.e.t.c.MemberApiControllerTest - Started MemberApiControllerTest in 6.891 seconds (process running for 7.982) 
2025-09-23 01:41:30.893  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default' 
2025-09-23 01:41:30.894  c.z.h.HikariDataSource - HikariPool-1 - Shutdown initiated... 
2025-09-23 01:41:30.909  c.z.h.HikariDataSource - HikariPool-1 - Shutdown completed. 
2025-09-23 03:11:48.414  o.h.v.i.u.Version - HV000001: Hibernate Validator 8.0.2.Final 
2025-09-23 03:11:48.471  o.e.t.c.MemberApiControllerTest - Starting MemberApiControllerTest using Java 17 with PID 20280 (started by user2208 in C:\Users\user2208\Desktop\tama-api) 
2025-09-23 03:11:48.472  o.e.t.c.MemberApiControllerTest - The following 1 profile is active: "local" 
2025-09-23 03:11:49.497  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode. 
2025-09-23 03:11:49.610  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 102 ms. Found 12 JPA repository interfaces. 
2025-09-23 03:11:50.340  c.z.h.HikariDataSource - HikariPool-1 - Starting... 
2025-09-23 03:11:50.692  c.z.h.p.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@2dd2ff87 
2025-09-23 03:11:50.695  c.z.h.HikariDataSource - HikariPool-1 - Start completed. 
2025-09-23 03:11:50.810  o.h.j.i.u.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default] 
2025-09-23 03:11:50.881  o.h.Version - HHH000412: Hibernate ORM core version 6.2.0.CR2 
2025-09-23 03:11:50.884  o.h.c.Environment - HHH000406: Using bytecode reflection optimizer 
2025-09-23 03:11:51.074  o.h.b.i.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy 
2025-09-23 03:11:51.221  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer 
2025-09-23 03:11:51.307  SQL dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect 
2025-09-23 03:11:51.604  o.h.b.i.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy 
2025-09-23 03:11:52.352  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] 
2025-09-23 03:11:52.354  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default' 
2025-09-23 03:11:52.698  o.s.d.j.r.q.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used. 
2025-09-23 03:11:55.658  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:mysql://localhost:3306/tama?serverTimezone=Asia/Seoul&characterEncoding=UTF-8' 
2025-09-23 03:11:55.752  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet '' 
2025-09-23 03:11:55.753  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet '' 
2025-09-23 03:11:55.754  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms 
2025-09-23 03:11:55.792  o.e.t.c.MemberApiControllerTest - Started MemberApiControllerTest in 7.739 seconds (process running for 8.874) 
2025-09-23 03:11:56.797  o.s.s.c.b.BCryptPasswordEncoder - Encoded password does not look like BCrypt 
2025-09-23 03:11:56.857  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default' 
2025-09-23 03:11:56.858  c.z.h.HikariDataSource - HikariPool-1 - Shutdown initiated... 
2025-09-23 03:11:56.875  c.z.h.HikariDataSource - HikariPool-1 - Shutdown completed. 
2025-09-23 03:16:33.264  o.h.v.i.u.Version - HV000001: Hibernate Validator 8.0.2.Final 
2025-09-23 03:16:33.314  o.e.t.c.MemberApiControllerTest - Starting MemberApiControllerTest using Java 17 with PID 21436 (started by user2208 in C:\Users\user2208\Desktop\tama-api) 
2025-09-23 03:16:33.315  o.e.t.c.MemberApiControllerTest - The following 1 profile is active: "local" 
2025-09-23 03:16:34.187  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode. 
2025-09-23 03:16:34.287  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 91 ms. Found 12 JPA repository interfaces. 
2025-09-23 03:16:34.892  c.z.h.HikariDataSource - HikariPool-1 - Starting... 
2025-09-23 03:16:35.123  c.z.h.p.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@3149409c 
2025-09-23 03:16:35.125  c.z.h.HikariDataSource - HikariPool-1 - Start completed. 
2025-09-23 03:16:35.221  o.h.j.i.u.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default] 
2025-09-23 03:16:35.274  o.h.Version - HHH000412: Hibernate ORM core version 6.2.0.CR2 
2025-09-23 03:16:35.276  o.h.c.Environment - HHH000406: Using bytecode reflection optimizer 
2025-09-23 03:16:35.416  o.h.b.i.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy 
2025-09-23 03:16:35.528  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer 
2025-09-23 03:16:35.593  SQL dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect 
2025-09-23 03:16:35.882  o.h.b.i.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy 
2025-09-23 03:16:36.566  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] 
2025-09-23 03:16:36.569  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default' 
2025-09-23 03:16:36.839  o.s.d.j.r.q.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used. 
2025-09-23 03:16:39.946  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:mysql://localhost:3306/tama?serverTimezone=Asia/Seoul&characterEncoding=UTF-8' 
2025-09-23 03:16:40.049  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet '' 
2025-09-23 03:16:40.049  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet '' 
2025-09-23 03:16:40.051  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 2 ms 
2025-09-23 03:16:40.090  o.e.t.c.MemberApiControllerTest - Started MemberApiControllerTest in 7.143 seconds (process running for 8.222) 
2025-09-23 03:16:41.443  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default' 
2025-09-23 03:16:41.444  c.z.h.HikariDataSource - HikariPool-1 - Shutdown initiated... 
2025-09-23 03:16:41.456  c.z.h.HikariDataSource - HikariPool-1 - Shutdown completed. 
2025-09-23 05:12:21.563  o.h.v.i.u.Version - HV000001: Hibernate Validator 8.0.2.Final 
2025-09-23 05:12:21.616  o.e.t.c.ItemApiControllerTest - Starting ItemApiControllerTest using Java 17 with PID 23696 (started by user2208 in C:\Users\user2208\Desktop\tama-api) 
2025-09-23 05:12:21.617  o.e.t.c.ItemApiControllerTest - The following 1 profile is active: "local" 
2025-09-23 05:12:22.524  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode. 
2025-09-23 05:12:22.624  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 91 ms. Found 12 JPA repository interfaces. 
2025-09-23 05:12:23.256  c.z.h.HikariDataSource - HikariPool-1 - Starting... 
2025-09-23 05:12:23.510  c.z.h.p.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@5a06eeef 
2025-09-23 05:12:23.512  c.z.h.HikariDataSource - HikariPool-1 - Start completed. 
2025-09-23 05:12:23.606  o.h.j.i.u.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default] 
2025-09-23 05:12:23.660  o.h.Version - HHH000412: Hibernate ORM core version 6.2.0.CR2 
2025-09-23 05:12:23.663  o.h.c.Environment - HHH000406: Using bytecode reflection optimizer 
2025-09-23 05:12:23.801  o.h.b.i.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy 
2025-09-23 05:12:23.917  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer 
2025-09-23 05:12:23.984  SQL dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect 
2025-09-23 05:12:24.276  o.h.b.i.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy 
2025-09-23 05:12:25.003  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] 
2025-09-23 05:12:25.006  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default' 
2025-09-23 05:12:25.295  o.s.d.j.r.q.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used. 
2025-09-23 05:12:28.065  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:mysql://localhost:3306/tama?serverTimezone=Asia/Seoul&characterEncoding=UTF-8' 
2025-09-23 05:12:28.155  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet '' 
2025-09-23 05:12:28.156  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet '' 
2025-09-23 05:12:28.157  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms 
2025-09-23 05:12:28.193  o.e.t.c.ItemApiControllerTest - Started ItemApiControllerTest in 6.95 seconds (process running for 8.04) 
2025-09-23 05:12:28.819  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default' 
2025-09-23 05:12:28.820  c.z.h.HikariDataSource - HikariPool-1 - Shutdown initiated... 
2025-09-23 05:12:28.835  c.z.h.HikariDataSource - HikariPool-1 - Shutdown completed. 
2025-09-23 05:16:09.871  o.h.v.i.u.Version - HV000001: Hibernate Validator 8.0.2.Final 
2025-09-23 05:16:09.921  o.e.t.c.ItemApiControllerTest - Starting ItemApiControllerTest using Java 17 with PID 10000 (started by user2208 in C:\Users\user2208\Desktop\tama-api) 
2025-09-23 05:16:09.921  o.e.t.c.ItemApiControllerTest - The following 1 profile is active: "local" 
2025-09-23 05:16:10.878  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode. 
2025-09-23 05:16:10.985  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 96 ms. Found 12 JPA repository interfaces. 
2025-09-23 05:16:11.614  c.z.h.HikariDataSource - HikariPool-1 - Starting... 
2025-09-23 05:16:11.880  c.z.h.p.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@4ce18cec 
2025-09-23 05:16:11.883  c.z.h.HikariDataSource - HikariPool-1 - Start completed. 
2025-09-23 05:16:11.983  o.h.j.i.u.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default] 
2025-09-23 05:16:12.039  o.h.Version - HHH000412: Hibernate ORM core version 6.2.0.CR2 
2025-09-23 05:16:12.042  o.h.c.Environment - HHH000406: Using bytecode reflection optimizer 
2025-09-23 05:16:12.190  o.h.b.i.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy 
2025-09-23 05:16:12.314  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer 
2025-09-23 05:16:12.386  SQL dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect 
2025-09-23 05:16:12.696  o.h.b.i.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy 
2025-09-23 05:16:13.416  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] 
2025-09-23 05:16:13.418  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default' 
2025-09-23 05:16:13.744  o.s.d.j.r.q.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used. 
2025-09-23 05:16:16.609  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:mysql://localhost:3306/tama?serverTimezone=Asia/Seoul&characterEncoding=UTF-8' 
2025-09-23 05:16:16.710  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet '' 
2025-09-23 05:16:16.711  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet '' 
2025-09-23 05:16:16.712  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms 
2025-09-23 05:16:16.752  o.e.t.c.ItemApiControllerTest - Started ItemApiControllerTest in 7.226 seconds (process running for 8.355) 
2025-09-23 05:16:17.427  o.s.j.c.JdbcTemplate - Executing SQL batch update [INSERT INTO color_Item(item_id, color_id) values (?, ?)] 
2025-09-23 05:16:17.428  o.s.j.c.JdbcTemplate - Executing prepared SQL statement [INSERT INTO color_Item(item_id, color_id) values (?, ?)] 
2025-09-23 05:16:17.441  o.s.j.c.JdbcTemplate - Executing SQL batch update [INSERT INTO color_item_size_stock(color_item_id, size, stock) values (?, ?, ?)] 
2025-09-23 05:16:17.441  o.s.j.c.JdbcTemplate - Executing prepared SQL statement [INSERT INTO color_item_size_stock(color_item_id, size, stock) values (?, ?, ?)] 
2025-09-23 05:16:17.536  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default' 
2025-09-23 05:16:17.537  c.z.h.HikariDataSource - HikariPool-1 - Shutdown initiated... 
2025-09-23 05:16:17.554  c.z.h.HikariDataSource - HikariPool-1 - Shutdown completed. 
2025-09-23 05:17:52.809  o.h.v.i.u.Version - HV000001: Hibernate Validator 8.0.2.Final 
2025-09-23 05:17:52.860  o.e.t.c.ItemApiControllerTest - Starting ItemApiControllerTest using Java 17 with PID 22452 (started by user2208 in C:\Users\user2208\Desktop\tama-api) 
2025-09-23 05:17:52.861  o.e.t.c.ItemApiControllerTest - The following 1 profile is active: "local" 
2025-09-23 05:17:53.745  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode. 
2025-09-23 05:17:53.848  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 94 ms. Found 12 JPA repository interfaces. 
2025-09-23 05:17:54.452  c.z.h.HikariDataSource - HikariPool-1 - Starting... 
2025-09-23 05:17:54.689  c.z.h.p.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@5d3f8661 
2025-09-23 05:17:54.691  c.z.h.HikariDataSource - HikariPool-1 - Start completed. 
2025-09-23 05:17:54.791  o.h.j.i.u.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default] 
